Country Name,Indicator Name,Indicator Code,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,
Nicaragua,"School enrollment, primary, female (% gross)",SE.PRM.ENRR.FE,69.3636093139648,71.5196304321289,70.5575180053711,71.7967300415039,,73.2238616943359,75.026611328125,74.1261901855469,72.9447937011719,77.457763671875,85.7040786743164,,86.2498474121094,88.1310729980469,84.8958206176758,89.1134414672852,85.7307891845703,87.8775482177734,88.7240676879883,85.8860092163086,88.1381988525391,91.7129592895508,93.5785675048828,96.1534423828125,97.9262008666992,96.6910705566406,95.2004318237305,96.2030181884766,95.9832611083984,100.085716247559,100.597747802734,103.477058410645,108.94132232666,109.004348754883,110.64412689209,111.194061279297,114.570030212402,113.963432312012,113.667098999023,,112.840911865234,113.305031048029,110.861146496815,108.517946778167,105.150877839354,105.967993824715,109.686863770834,110.66389157891,108.080566452971,107.071414282857,106.074672349176,105.164407289883,103.895151119595,104.44393157959,,
Nicaragua,"Primary education, pupils",SE.PRM.ENRL,285285,301580,305690,318887,324579,341533,362103,368284,369640,411515,472167,,509240,536656,534317,561551,556684,583725,599957,595612,632882,674045,703854,737476,765972,764587,762712,777917,783090,830206,838437,868070,923391,927217,941957,945089,966206,952964,944341,,923745,924188,902790,880601,875753,853615,887739,902565,887207,883822,881470,879590,872148,880080,,
Nicaragua,"Educational attainment, at least completed primary, population 25+ years, female (%) (cumulative)",SE.PRM.CUAT.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.2799987792969,,,,46.2599983215332,,,,50.0999984741211,,,54.767650604248,,58.9900016784668,,,,,,,82.805778503418,,,,
Nicaragua,Primary school starting age (years),SE.PRM.AGES,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,,
Nicaragua,"School enrollment, preprimary, male (% gross)",SE.PRE.ENRR.MA,2.91744995117188,2.30472993850708,2.35859990119934,2.19939994812012,,,,,1.99863994121552,,6.55908012390137,,7.61659002304077,9.7985897064209,11.708740234375,11.7620296478271,13.4625597000122,13.7542896270752,13.1073999404907,11.346960067749,10.9778699874878,11.9244699478149,11.5730304718018,13.991849899292,17.1258506774902,17.3975391387939,20.3165702819824,23.3654098510742,25.7656192779541,28.5036296844482,29.9090003967285,30.0144805908203,32.5937690734863,34.1363105773926,37.3937187194824,40.5182914733887,53.3233299255371,54.5370597839355,56.079761505127,,54.7611083984375,58.0757789611816,60.5965194702148,58.6793212890625,62.2917404174805,61.4903717041016,65.3827972412109,70.6715087890625,69.5121078491211,68.7721481323242,67.7223052978516,,,,,
Nicaragua,"Preprimary education, duration (years)",SE.PRE.DURS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,7,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,,
Nicaragua,Learning poverty: Share of Male Children at the End-of-Primary age below minimum reading proficiency adjusted by Out-of-School Children (%),SE.LPV.PRIM.MA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.2811660766601,,,,,,,74.7936248779296,,,,,,,,,,,,
Nicaragua,Learning poverty: Share of Female Children at the End-of-Primary age below minimum reading proficiency adjusted by Out-of-School Children (%),SE.LPV.PRIM.FE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.1162796020507,,,,,,,66.1325225830078,,,,,,,,,,,,
Nicaragua,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,1.0202499628067,1.02346003055573,1.02968001365662,1.03603005409241,,1.0689400434494,,1.04401004314423,,1.0905100107193,1.08767998218536,,1.08580005168915,1.09626996517181,1.12024998664856,1.24346005916595,1.21280002593994,1.20956003665924,1.22054004669189,1.19895005226135,,,,,,,,,1.07799005508423,1.06695997714996,1.06800997257233,1.06700003147125,1.05313003063202,,1.04005002975464,1.03825998306274,1.0378999710083,1.04186999797821,1.04219996929169,,1.03515994548798,,,,,,,,,,,,,,,
Nicaragua,"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77,,,,78,,,,,,,,,,82.4385528564453,,,,,,,,,,
Nicaragua,"Literacy rate, youth (ages 15-24), gender parity index (GPI)",SE.ADT.1524.LT.FM.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.04579997062683,,,,1.03540003299713,,,,1.02359998226166,,,,,1.02579998970032,1.04229998588562,,,,,,,,,,
Nicaragua,"Regulatory Quality: Percentile Rank, Lower Bound of 90% Confidence Interval",RQ.PER.RNK.LOWER,,,,,,,,,,,,,,,,,,,,,,,,,,,17.9347820281982,,22.2826080322266,,21.1956520080566,,21.0810813903809,21.0810813903809,25.3731346130371,24.5098037719727,22.5490188598633,22.3300971984863,24.2718448638916,25.3588523864746,31.1004791259766,28.9099521636963,29.8578205108643,29.8578205108643,26.4423084259033,27.1428565979004,20.4761905670166,14.2857141494751,11.9047622680664,11.9047622680664,13.3333330154419,9.5238094329834,8.96226406097412,10.8490562438965,,
Nicaragua,Rule of Law: Standard Error,RL.STD.ERR,,,,,,,,,,,,,,,,,,,,,,,,,,,0.199607864022255,,0.214145958423615,,0.167917758226395,,0.183887630701065,0.185059979557991,0.170455798506737,0.157308533787727,0.155796095728874,0.157422065734863,0.152344673871994,0.138858437538147,0.137403205037117,0.134118288755417,0.13741996884346,0.138976097106934,0.151723071932793,0.149267703294754,0.165153816342354,0.152874872088432,0.144305855035782,0.148896738886833,0.149057298898697,0.157785654067993,0.166534915566444,0.168349236249924,,
Nicaragua,Rule of Law: Number of Sources,RL.NO.SRC,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,7,,8,,10,11,13,14,16,16,16,17,17,17,18,17,15,15,13,14,14,13,12,12,11,10,,
Nicaragua,"Political Stability and Absence of Violence/Terrorism: Percentile Rank, Upper Bound of 90% Confidence Interval",PV.PER.RNK.UPPER,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,47.8723411560059,,68.2539672851562,,60.3174591064453,47.2361793518066,49.029125213623,50,51.2077293395996,54.5893707275391,52.4038467407227,47.8672981262207,41.7061614990234,50.2369651794434,45.497631072998,51.1848335266113,57.6190490722656,55.238094329834,54.761905670166,58.0952377319336,25,23.5849056243896,40.5660362243652,44.8113212585449,46.698112487793,54.028434753418,,
Nicaragua,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.517743170261383,,-0.492162376642227,,-0.066172294318676,,-0.0931836739182472,-0.368299216032028,-0.341314166784286,-0.339232921600342,-0.267819613218307,-0.120370902121067,-0.222542554140091,-0.305793792009354,-0.499709248542786,-0.269735813140869,-0.348777562379837,-0.249215871095657,-0.0407801233232021,-0.092195525765419,-0.0954835712909698,-0.0538226664066315,-0.950928032398224,-0.992500722408295,-0.585719466209412,-0.471975326538086,-0.35851177573204,-0.125550046563148,,
Nicaragua,Coverage of social insurance programs in 2nd quintile (% of population),per_si_allsi.cov_q2_tot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.9815346498011,,,,3.38370249153375,,,,,9.50690778026549,,,,,,,,,,,
Nicaragua,Adequacy of social insurance programs (% of total welfare of beneficiary households),per_si_allsi.adq_pop_tot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.7169521074308,,,,24.7189528614693,,,,,17.1421359609652,,,,,,,,,,,
Nicaragua,Coverage of social safety net programs in 2nd quintile (% of population),per_sa_allsa.cov_q2_tot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.6961359112105,,,,45.8236957080442,,,,,71.1186881878613,,,,,,,,,,,
Nicaragua,"Industry (including construction), value added (constant LCU)",NV.IND.TOTL.KN,16404150935,16906311334,17735583792,19025673116,23906923376,23246992801,24667419278,27887749378,22453806249,13033600466,16465617592,17160903034,15980896151,17142035531,17448726846,17248434072,17668684105,17816467162,14420206586,13762111824,13378591973,13638692700,13530294700,13612366500,14303422400,15411895100,16198342100,16705445200,16924387900,19324904000,19709481500,20762111800,20360634400,20767773900,22825521600,23976266900,24808684340.5713,24837261252.3402,24663796787.4334,22085588361.678,23302149827.8516,25791693983.1559,29393856347.1503,32620898725.3838,34575597522.3406,36787109855.219,37749679490.3217,38557905271.4847,38121380356.6295,35538072886.5271,35609866265.7261,42939355267.6076,43412690032.4569,46194745047.913,47840884034.725,
Nicaragua,"Industry (including construction), value added (current US$)",NV.IND.TOTL.CD,,,,,,,,,,,,,,,,,,,,,,,,,763467306.547619,831841832.669323,862084789.567279,853256708.265581,891499886.079242,983862353.663442,1029854036.36217,1150591387.54864,1121130968.52398,1096100205.74468,1239513329.99984,1325364449.27579,1411991299.03145,1538647281.24868,1866293779.40084,1749006252.9616,1924152226.80512,2263451360.3586,2585367430.39269,2788318733.29374,2981805881.60515,3282897246.54486,3427131229.90066,3421291316.63464,3255742603.95423,3083439779.51645,3282185212.66682,3877067902.24462,4056172608.33283,4843427814.13803,5427030509.79814,
Nicaragua,"Manufacturing, value added (constant 2015 US$)",NV.IND.MANF.KD,647105567.160995,677919382.876372,709211769.832726,744425353.770592,841359195.828662,861119558.600537,896688211.575342,987693944.779995,988249704.91671,717903241.867383,823142611.408584,847997442.683111,848506889.511522,896271391.363536,899852957.174671,857553430.655964,875198817.072765,861196747.496272,643385061.352105,631250963.576916,621494284.504287,661323772.041449,627360633.149903,627653955.819829,632439669.686538,677977398.641743,729216234.599939,785955624.577821,777925382.889903,832015697.496842,867794507.066153,918593490.142693,937635074.766702,960523713.032089,1047105198.98231,1105873517.00551,1176738146.45848,1220757217.37083,1237532582.44334,1169716912.86526,1273802782.03589,1399210026.90176,1542199118.9547,1642972584.43155,1767318288.65778,1811187373.30017,1877602413.97571,1931252493.30589,1960661327.32523,1917715722.65888,1951476791.48363,2237969924.74612,2353340253.37543,2412588020.26446,2423496129.97692,
Nicaragua,Financial intermediary services indirectly Measured (FISIM) (constant LCU),NV.FSM.TOTL.KN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nicaragua,"Agriculture, forestry, and fishing, value added (annual % growth)",NV.AGR.TOTL.KD.ZG,-7.18824997902283,3.8290478107557,-0.0219158432157656,9.00739323374076,10.1478949183352,1.7559583028214,3.38443973912473,4.73771396798637,6.11857565118959,-15.3697657930979,-19.0433061694687,9.51562112067246,2.82628024619869,5.76763866984946,-5.3400591373934,-4.80154355320691,-8.77101550325111,-3.2456678490353,-10.1532944121522,9.18899111142105,0.203466229246914,-3.89545501119086,3.05808035165029,1.82194134889943,10.9258901112962,8.67784634841189,9.43062248151332,-0.770441386330162,-0.265944515714693,6.06837619878469,12.0642227530656,2.68365227092757,-0.256661648457367,1.94589617360531,5.70900219521975,4.62191119098951,2.45614911950278,11.7760372514375,1.13120352890928,1.0652509388263,2.51381690625358,5.71383502543748,-0.441866997702988,-2.05690831118449,2.10594992188247,-0.650292357331921,4.79847249587564,9.20425323878283,1.03955732665679,3.95932096052735,-0.625817156557702,7.04735365475734,0.608232867581222,-3.31418407175337,0.131466474324299,
Nicaragua,"Agriculture, forestry, and fishing, value added per worker (constant 2015 US$)",NV.AGR.EMPL.KD,,,,,,,,,,,,,,,,,,,,,,2018.05345158662,2037.15276047736,2040.60375422993,2201.92393531587,2310.08125964239,2421.17379365436,2332.89268171094,2267.17449461112,2330.36861597209,2547.16273914853,2599.16674066789,2604.27465078651,2661.30661903417,2719.16195876879,2865.31251610084,2823.74942974551,3008.60370446741,3155.06425919176,3114.02642351712,3002.63755541884,2939.8703822245,2723.53950388622,2614.15261372756,2596.51287149177,2545.26743325277,2618.16464535788,2816.40557054401,2956.07410829039,3138.83163568118,3102.73045404761,3232.63836535564,3226.05753100106,3066.69365603488,,
Nicaragua,External balance on goods and services (current LCU),NE.RSB.GNFS.CN,-0.0267400146,-0.0259200037,0.0696400106,-0.1468600333,-0.2881399989,-0.1980999708,0.0298200248999999,-0.1672999859,0.0947799683,0.4032799601,-0.7920000553,-0.9517400265,-0.5713200569,-0.6973999738,-1.1714799404,-1.6295201779,-7.02006054,-10.727775574,-26077.258789,-999200,-33474400,-2215600000,-3228400000,-2948600000,-3323337000,-3694444200,-5374143800,-7949632600,-8998299100,-14610096600,-13663774300,-14238459400,-15184563300,-16693112800,-19457715700,-24203279400,-29443722000,-36837659000,-45846798800,-32122036200,-36344006800,-47767469700,-50191324200,-55814772100,-51447980800,-62679830700,-61030618500,-56767200600,-38757961200,-18647309600,-22490373300,-66960449600,-87851552900,-86327450400,-126942915900,
Nicaragua,Imports of goods and services (annual % growth),NE.IMP.GNFS.KD.ZG,6.54561011479964,-0.711608810032232,5.29106472416998,41.302492312926,3.823618248635,-15.0424714930767,1.90035952622733,35.7997311848333,-24.5150195481109,-18.7796043480101,81.6022601175171,-4.40145344724257,-27.1271154938286,16.802245835343,-1.52537281287641,0.579661910655176,-14.3473645012532,3.49950904211987,19.3523803550114,-18.2248920105675,-0.163682426402247,17.8555662972999,10.8776480906447,-9.61504622952951,12.2913353713692,14.3711443623221,13.603349712492,22.2567467540465,7.61995159400975,19.4506428499075,-4.74452263978914,0.697333465973003,-0.137306181556127,3.48899396606916,8.19015663089945,8.59973878285561,4.43883476341907,12.1452856980854,10.1658884701517,-9.13553101770155,12.0659909156374,11.5032729479281,6.78692725984071,2.3509380506552,3.09234881658062,12.00165911517,4.06820955561049,3.30076557094947,-15.097911856426,-3.83647480921867,0.955457986665635,21.6714396629389,5.18885188275686,9.07679014791628,12.0499594641756,
Nicaragua,Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,18.5942136316761,17.7151747282766,12.8480828408694,23.9817105264083,31.4973276628354,21.4192052155446,17.3210881395423,25.6253602914859,12.339528480023,-5.73973794517383,16.7788530921313,23.5940180586924,18.7774691771266,22.4817060294502,22.2285149275129,23.1386058518006,16.8927824834266,15.7986930251941,26.7510612062569,27.4616817543057,19.2758024767105,20.7763790214245,20.9248103525212,19.4660216754268,17.531319764363,18.9290842452396,22.1768029647152,26.2856001166473,25.8244333825796,33.0026827089006,26.6547531947905,24.3069078331637,22.4323122258435,22.2505089888938,24.1110027775569,25.8852137273664,28.2526153890838,31.3040549268068,33.6019904976752,23.2004558310499,24.8398681398148,30.9826454263625,31.0116770587447,30.9047521156944,28.8793454871994,33.4766376040407,31.2003868955466,29.9154305259361,24.0746137195471,17.831076630152,20.3366366143416,23.7920651013382,21.7526844449914,22.1511227447242,24.6940528397434,
Nicaragua,Gross capital formation (current LCU),NE.GDI.TOTL.CN,0.2021600008,0.2049999982,0.1584399939,0.3671599925,0.6706600189,0.4769200087,0.4481000006,0.8035600185,0.3700599968,-0.1666200012,0.6979600191,1.1553000212,1.0646599531,1.4802000523,2.0018999577,5.3405799866,14.721799851,85.181800842,17314.619141,840300,30160000,1500200000,1875700000,2092500000,4551236500,5901660500,8059260500,10902434700,12667107000,18925727700,17275480000,17394829700,16699742800,17887264100,22260097900,27380552100,33574761200,42870959100,55309673600,39160353300,46463629600,67908446900,76907058400,83915619800,89064803500,116400710300,118642832700,123933363600,98943674800,74999972900,88881748600,118899821500,122006725400,143731138000,178112854500,
Nicaragua,Changes in inventories (current US$),NE.GDI.STKB.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,263774634.464956,423185118.62153,565399039.928771,239441102.777347,321102094.266701,622517998.466929,310373465.217833,281200463.669839,183662447.176113,537452757.279869,472517261.998391,434817235.839636,220068134.426378,174470366.82397,303105949.597407,111740257.610407,54939119.4355443,124873737.671713,350468899.064282,
Nicaragua,Gross fixed capital formation (constant 2015 US$),NE.GDI.FTOT.KD,1045369567.62318,1079793699.93892,995314069.204873,1325574978.94253,1659840328.58421,1563487884.9208,1637218756.01481,2171706099.39914,1203861082.73885,422292773.583208,1065110753.64733,1705153727.18379,1376859910.73719,1441563228.7514,1473142101.07869,1489581380.55675,1399059963.37516,1413145756.18753,1243097568.12578,1017619501.79099,935177217.73934,855650451.164373,1008451445.40044,951089598.448855,1100834573.07796,1157910040.79416,1302417675.13624,1457285520.29592,1557530668.32658,2119663616.75551,1884966771.6027,1782629608.05047,1670737959.111,1680698168.08935,1793822882.32882,1972048751.7386,2009573791.91562,2262959475.71408,2457363063.81238,1853373750.71629,1991181428.89759,2430276234.98521,2931710812.13728,3088093282.78406,3190705500.11381,3733060220.28595,3785877947.74066,3863646644.883,3013885959.53833,2186093662.68163,2393188297.76413,3222077976.63052,3095023796.38029,3498411246.19779,4102748252.93324,
Nicaragua,"Gross fixed capital formation, private sector (current LCU)",NE.GDI.FPRV.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24044709000,29010612400,35863877900,24449669900,29889511300,42339448800,55894008200,60609689400,65716910400,75692087100,76937097600,77925172000,60773900200,39533871800,42370918400,64138370400,70974492100,88125699400,103169703100,
Nicaragua,Exports of goods and services (constant 2015 US$),NE.EXP.GNFS.KD,744354790.470767,772136978.202038,1012353041.32588,1003260098.56066,1017435346.82916,1092517074.36825,1136065775.29385,1104061864.19208,1203743249.38594,1377515880.7213,818251187.90243,939966721.901329,864316685.481572,925482963.131872,732842475.444401,647060302.815539,532992583.169665,521269181.959784,503414539.33351,631819900.795983,732649313.458661,615727224.73036,654913791.610307,697762391.940859,800120253.708621,976726899.295209,1135226120.27633,1298276386.07859,1374641294.40767,1543018081.41835,1736120785.24422,1863722819.66116,1798275878.70265,1963297631.63696,2299128798.55964,2475459644.5961,2784717015.23405,3052618243.32986,3300416539.64582,3301814730.94669,3840510481.8048,4157645669.38094,4673042983.43783,4851345938.65423,5164184588.93429,5113365846.26724,5348373653.65286,5890115235.81452,5794864511.11159,6150413224.91014,5612109686.49379,6628060100.8152,7196649637.50461,7291310173.65392,6933425767.42609,
Nicaragua,Gross national expenditure (constant LCU),NE.DAB.TOTL.KN,83167642986,85147655060,79984323629,97435243458,114021036864,102992452189,107720126794,130793031735,104295973337,60562619628,101660536757,104952816976,95348822241,102516357000,105357521900,103983307073,101733810157,102135751295,94710880942,84240027097,81110704105,88607446100,91286643400,85977463000,90541828300,96191504500,103170015600,111736178500,116978028900,130030980100,128211775500,129438652700,130943496200,132833941500,138017630800,145295401100,148281432100,158828233000,167426950200,155774034000,162619192700,175841519000,183677505100,190882697100,197177446500,218004552600,227560999500,232501885600,210281246400,196288749300,200250108700,224944653100,230416122200,249740780900,278475693300,
Nicaragua,Gross national expenditure deflator (base year varies by country),NE.DAB.DEFL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,31.8859543064915,35.6615622952441,39.8691841430719,43.8269589647725,49.1150093229174,55.0220995373394,60.8471551819357,65.8971512147082,68.2413935729326,72.9838481078272,80.8374776854958,89.4457171500936,100,109.418731240308,125.696114722634,128.977430282123,137.374097663935,151.812655576525,162.341705881544,171.48992736021,182.501148375507,188.24704282804,193.922242110736,202.598897933411,213.878108105032,223.783142470713,229.484382297366,251.931370045977,281.548349484375,294.382679813267,304.594360228854,
